2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,1,0,3,3,4,3,5,4,3,1,1,5,0,8,8,17,6,14,6,16,8,1,3,8,25,2,22,0,7,2,21,8,16,11,25,32,12,27,8,1,32,28,6,37,12,14,5,34,35,16,2,10,46,54,34,19,52,10,45,11,24,47,10,62,19,59,50,35,42,41,67,39,63,67,36,56,68,55,32,78,64,23,23,45,85,71,81,30,56,37,58,16,37,55,70,30,34,73
0,2,1,1,0,5,0,7,5,5,10,9,10,12,13,4,16,14,19,14,20,18,19,20,9,24,11,24,23,23,4,17,32,22,12,21,21,22,33,39,41,5,38,24,45,21,17,11,30,10,47,44,26,45,44,17,52,3,59,50,51,16,28,46,15,41,11,30,65,36,33,64,45,26,9,60,50,36,67,18,14,30,25,25,66,61,8,23,81,49,47,29,85,59,88,47,89,90,97
0,2,1,1,4,3,4,1,2,2,3,2,2,3,0,16,8,8,13,10,7,12,9,7,19,3,17,2,11,0,19,32,16,8,35,2,37,11,0,0,22,1,10,5,18,46,36,3,1,23,49,3,29,28,23,40,48,15,18,36,30,22,53,12,37,38,66,40,47,1,66,16,60,71,63,57,57,45,76,49,2,37,36,48,58,18,30,1,74,65,0,6,42,50,85,56,80,59,63
0,1,0,3,4,3,4,6,9,7,8,6,1,8,9,2,3,17,13,13,21,3,22,22,2,12,6,11,25,11,23,7,0,27,8,29,11,34,3,35,11,16,33,25,38,41,42,13,27,0,0,27,13,14,37,31,9,42,15,43,49,5,4,49,34,56,51,68,4,25,4,61,10,20,7,30,70,3,8,74,58,49,79,42,75,25,29,40,82,27,64,4,76,25,91,93,70,5,13
0,1,0,3,4,3,4,1,2,2,3,2,13,2,3,14,8,8,1,10,7,12,5,2,19,15,17,8,22,0,16,19,3,1,30,8,34,19,19,38,26,9,34,32,14,9,29,22,12,48,2,40,37,48,39,5,40,56,39,2,59,30,32,38,31,4,51,34,67,69,14,22,42,43,58,50,42,75,27,30,79,59,0,82,49,84,30,65,2,90,44,37,76,66,91,52,13,65,57
0,1,0,3,3,2,2,6,9,7,8,6,1,8,6,2,13,17,8,13,21,3,9,22,20,12,6,17,5,5,23,2,19,21,26,24,1,29,3,35,31,16,33,23,35,15,32,20,42,0,30,36,0,9,37,18,2,27,46,43,17,38,45,0,34,28,51,66,21,17,40,9,7,1,16,75,40,34,35,72,0,82,53,83,68,25,19,16,62,18,30,61,93,28,91,48,75,45,18
0,2,1,1,4,3,4,1,2,2,3,10,13,2,0,14,8,8,13,10,7,12,5,7,2,3,3,2,11,0,19,32,16,11,30,2,3,0,0,0,22,1,10,5,15,5,36,2,33,43,49,3,18,43,16,45,48,15,38,33,61,44,20,33,37,38,57,22,33,34,0,16,46,71,63,51,2,1,45,49,2,37,36,48,25,18,43,27,54,65,49,64,42,50,85,56,80,59,63
0,1,0,0,1,0,6,4,6,10,11,7,6,7,5,12,15,16,10,9,14,4,11,13,12,6,12,16,19,9,24,13,11,12,9,16,6,14,18,6,14,17,18,7,19,8,10,4,25,32,4,21,5,4,31,14,57,7,8,16,6,18,23,31,4,11,14,10,10,0,7,5,9,18,13,39,45,6,37,3,27,72,8,19,8,9,25,8,32,5,8,14,74,18,52,4,16,60,53
1,0,3,4,5,6,5,3,3,4,5,4,4,6,4,9,5,5,6,4,4,5,8,4,4,9,4,3,29,3,8,5,5,32,4,14,5,5,23,21,38,6,26,33,24,35,4,23,47,3,5,37,31,7,40,3,33,43,4,4,27,4,3,25,2,5,21,7,3,7,39,33,2,3,6,5,7,73,28,48,6,4,5,38,37,24,23,68,6,31,87,45,3,5,4,76,31,56,40
0,1,0,3,3,4,3,5,4,3,1,1,5,0,8,8,17,6,13,13,21,3,9,22,2,12,3,2,11,0,19,2,19,34,22,33,22,8,13,0,15,39,35,20,30,19,25,46,40,39,11,22,52,17,5,11,45,5,54,6,4,2,41,30,54,34,30,42,64,26,34,65,51,54,10,63,30,26,62,47,72,80,64,45,5,43,47,64,23,12,48,89,89,40,15,64,3,23,30
0,2,1,1,4,3,4,1,2,2,3,10,2,3,0,16,6,7,13,13,21,3,9,22,2,12,3,2,11,22,1,7,19,34,35,27,35,8,0,9,22,1,10,27,15,46,6,6,32,13,45,24,29,25,49,49,11,14,40,36,24,46,55,3,13,63,9,31,21,38,17,41,47,6,59,9,2,13,1,78,74,82,28,77,41,49,53,28,74,13,68,62,0,94,11,51,43,0,24
0,2,1,1,4,3,4,1,2,2,3,10,2,3,0,16,6,7,18,20,5,22,9,12,2,19,16,2,11,22,19,32,16,8,35,27,37,8,0,9,22,1,10,27,15,46,6,6,1,23,21,3,29,25,23,49,11,14,18,36,24,46,5,3,37,63,66,40,61,48,61,43,60,6,42,9,57,20,1,20,74,18,36,48,58,49,53,1,74,40,68,6,30,6,20,51,0,0,35
0,1,0,3,4,3,4,1,2,2,3,10,2,3,0,16,6,8,13,13,21,3,9,7,2,3,3,2,11,0,19,7,16,34,35,27,3,8,0,9,22,1,10,18,15,46,36,6,32,13,21,24,29,25,23,49,11,14,18,36,30,46,53,3,13,38,9,31,47,1,66,34,60,71,18,57,57,45,1,49,2,37,10,77,58,49,30,1,74,65,68,6,42,94,85,51,0,0,48
