2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,16,16,16,16,17,4,4,7,7,16,15,7,18,18,0,12,8,16,29,0,23,29,36,28,37,39,8,43,30,29,21,8,12,30,30,29,49,37,12,47,32,44,10,27,27,55,21,47,17,45,17,27,47,50,37,21,29,6,29,30,64,10,10,76,38,44,21,32,69,33,18,43,76,64,74,37,60,71,10,17,86,54,79,29
1,0,0,0,0,0,0,8,8,8,8,12,12,12,12,12,12,12,12,6,6,6,6,13,13,13,13,13,13,13,14,14,13,14,13,13,13,13,13,14,41,24,24,24,24,24,24,24,24,24,24,24,24,35,35,35,35,35,35,7,15,7,7,35,35,29,35,7,35,35,57,60,35,35,35,35,35,35,35,35,35,35,35,56,35,35,35,35,35,35,85,35,35,35,35,35,35,35,35
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,5,3,7,1,1,1,12,24,24,1,24,24,24,24,28,24,24,24,24,15,28,24,2,2,42,42,42,17,2,42,42,42,42,42,42,15,42,42,42,42,42,42,42,42,42,42,42,52,65,42,42,65,42,42,42,42,42,42,42,59,29,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
1,1,3,3,3,3,1,1,1,10,10,10,10,10,10,10,10,10,10,15,1,22,22,22,18,22,8,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,40,22,22,22,22,22,22,22,22,28,39,1,40,55,1,1,1,1,1,32,64,1,1,49,1,1,1,1,16,10,47,37,48,1,1,25,16,1,1,1,1,62,0,1,1,1,1,1,1,18,94,94,94,94,94,94
1,1,3,3,3,3,3,3,3,3,3,3,3,3,15,16,3,5,3,7,1,1,1,12,1,1,1,1,1,20,1,1,1,1,1,20,15,28,2,2,2,21,16,21,17,2,30,2,49,34,35,38,15,42,33,44,42,42,29,33,0,54,38,0,50,65,29,49,62,42,62,63,2,71,70,38,38,29,56,63,67,54,27,44,74,78,29,16,76,63,89,29,21,28,71,60,18,4,69
1,1,3,3,3,3,1,1,1,10,10,10,10,10,10,15,15,15,15,15,1,16,16,1,15,8,8,20,22,1,2,15,1,30,21,32,32,7,20,1,1,1,1,1,1,1,1,1,1,43,47,48,49,17,40,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,1,40,1,1,1,1,75,1,1,57,1,1,1,1,78,1,1,1,56,72,94,1,41,1
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,17,5,17,7,19,19,8,12,1,1,1,23,16,30,20,17,17,15,24,21,18,29,2,35,20,35,21,8,38,42,42,18,42,42,42,0,42,32,42,19,19,19,19,50,21,54,38,19,19,55,42,49,42,42,40,63,22,42,70,59,27,56,67,42,42,42,57,48,65,42,44,16,45,89,89,67,59,6,60,49,43,42,2
1,1,3,3,3,3,1,1,1,5,11,11,11,11,11,11,11,11,11,0,0,0,4,0,23,7,21,7,28,29,31,31,31,31,31,12,31,31,31,21,17,20,37,31,18,15,16,31,36,31,7,12,31,4,2,2,25,55,9,44,9,49,37,49,30,54,59,9,41,9,41,64,9,9,9,9,9,78,17,9,9,6,9,63,47,9,47,83,9,9,87,18,9,79,70,9,83,10,9
0,0,0,0,0,6,0,0,0,0,0,0,13,13,13,13,13,13,13,3,3,17,17,20,13,13,13,13,2,7,8,16,15,13,16,30,23,13,13,13,13,13,13,13,13,13,13,15,13,15,21,30,29,11,11,11,17,45,30,30,30,29,11,6,0,11,11,11,11,10,11,11,11,27,57,22,28,33,60,11,16,47,73,71,70,67,74,74,71,47,69,89,88,73,11,11,40,43,67
1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,16,16,16,16,17,4,4,7,7,16,15,7,23,18,0,12,8,23,29,0,23,29,16,28,39,39,23,18,23,29,30,36,28,28,30,29,49,37,1,47,1,44,10,57,27,55,37,47,17,45,21,27,4,50,37,62,66,48,29,73,64,10,28,72,76,44,21,62,75,68,55,48,60,44,62,37,88,71,10,1,1,90,79,45
1,1,1,1,1,1,3,3,3,3,3,3,3,3,15,3,15,5,15,19,19,19,19,2,19,19,19,21,12,19,15,28,22,22,22,36,22,1,32,34,29,18,17,18,32,30,21,42,0,40,45,35,15,42,12,42,42,44,42,42,42,42,42,42,42,42,49,42,42,66,42,42,42,42,28,42,49,48,48,74,55,33,42,60,42,45,42,42,42,42,42,76,67,94,94,94,94,94,97
1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,17,17,19,19,19,19,19,19,19,19,24,19,19,15,28,23,24,24,36,24,28,24,2,2,18,42,42,42,42,42,42,42,40,45,42,15,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
