2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0,0,0,0,0,0,0,0,0,3,0,3,0,15,6,11,11,6,10,16,0,16,20,19,12,5,4,9,10,18,18,10,5,10,12,6,16,20,16,2,9,9,10,13,4,0,15,18,31,15,2,0,22,55,53,36,26,39,48,37,42,16,14,50,39,56,66,27,31,39,35,30,73,26,18,42,5,41,31,41,10,30,2,17,3,17,17,17,27,71,17,70,17,17,17,22,98,3
0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,4,3,4,7,2,13,21,23,23,23,23,23,23,14,19,6,23,24,23,19,21,26,23,21,23,23,23,23,23,23,37,23,23,12,3,3,4,3,33,41,14,44,36,7,50,7,7,41,7,35,10,29,52,7,30,63,66,12,52,7,75,73,12,26,7,32,52,70,54,53,7,7,75,14,7,82,42,50,66,44,74,10,7,7
0,0,0,0,0,0,0,0,7,0,0,6,7,7,14,14,17,3,14,9,0,7,6,7,6,3,3,6,7,9,14,12,12,21,11,11,10,26,11,12,10,10,13,3,9,7,30,36,28,19,30,21,53,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,67,74,55,45,45,45,45,45,45,45,45,14,45,45,45,45,45,45,45,45,45,45,45,45,5,45
0,0,3,4,3,3,0,0,2,0,6,0,13,3,0,14,14,15,3,4,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,53,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,67,9,9,9,9,9,9,9,9,9,9,9
0,1,1,1,1,1,0,8,2,9,0,2,2,14,14,14,14,14,14,9,0,22,21,12,15,3,4,22,19,26,11,1,12,10,29,11,28,11,36,37,19,29,29,29,4,21,26,21,25,27,26,28,53,23,23,51,45,23,23,23,23,45,31,34,51,45,45,23,45,45,23,23,23,45,45,23,45,45,23,30,23,45,45,45,23,23,34,23,23,23,23,33,23,45,23,23,23,87,90
0,0,0,0,0,0,0,0,0,0,0,6,0,14,14,14,14,14,14,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,11,28,0,0,37,19,0,0,0,4,0,26,5,44,0,0,0,53,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,87,90
0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,11,0,0,0,7,2,11,16,15,19,20,5,18,13,14,0,5,4,3,16,0,24,13,18,7,30,24,35,27,44,12,19,47,47,47,37,47,47,13,13,13,13,11,13,13,29,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,31,86,13,13,13,13,13,86
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,13,0,0,0,12,0,24,0,1,24,16,15,0,0,27,24,31,18,26,9,31,36,0,27,0,35,10,43,10,24,22,26,41,17,34,38,4,36,17,36,17,17,39,29,11,10,48,72,67,69,26,53,8,75,10,18,17,17,53,26,26,67,85,85,85,51,32,32,85,88,94,85,53,85,85
1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,17,17,1,1,25,1,25,25,25,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,41,41,41,41,41,41,41,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
0,0,0,0,0,5,7,0,7,0,3,0,0,7,14,14,17,2,14,9,7,7,6,12,6,3,3,2,7,9,11,11,11,11,11,11,28,11,11,11,11,11,13,3,9,11,11,35,19,11,25,50,35,14,45,45,45,45,16,27,36,22,45,45,45,12,45,37,45,45,45,45,45,45,45,45,45,45,45,57,42,45,45,45,45,45,45,45,45,45,45,45,45,27,45,45,45,45,57
0,0,0,0,0,0,0,0,7,0,3,6,7,7,14,15,15,3,14,9,0,7,6,12,6,3,3,10,11,11,11,11,11,11,11,11,11,12,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,14,42,37,45,5,42,45,45,45,45,45,45,12,45,45,30,45,45,45,45,45,45,52,35,73,12,8,24,29,45,45,45,34,45,34,45,45,10,81,51,93,45,96,51,80,69
0,0,0,0,0,0,0,0,7,0,3,0,0,7,14,15,15,3,6,9,16,7,6,7,6,3,3,10,11,11,11,11,11,11,11,4,11,12,11,11,11,13,15,11,7,15,4,11,11,11,11,11,11,14,45,45,45,5,42,45,45,34,45,45,45,12,50,45,30,45,45,45,35,45,45,52,35,73,12,8,24,29,45,3,45,34,45,34,45,45,10,81,51,93,45,96,51,80,69
0,0,0,0,0,0,0,0,7,0,3,0,3,7,14,15,17,3,6,9,16,7,6,7,6,3,3,6,7,9,14,26,11,21,11,4,7,11,11,12,10,10,13,3,9,7,37,36,19,19,30,21,48,14,45,45,31,45,37,45,60,34,45,45,45,51,50,45,51,27,41,70,35,30,22,45,74,54,45,45,45,66,31,3,39,34,39,22,34,45,8,65,45,26,39,50,36,18,72
0,0,0,0,0,0,0,0,7,0,3,6,7,7,14,15,15,3,14,9,0,7,6,7,6,3,3,10,11,11,11,11,11,11,11,4,11,12,11,11,11,13,11,11,11,11,4,11,11,11,11,11,11,14,45,45,45,5,42,45,45,45,45,45,45,12,45,45,30,45,45,45,45,45,45,52,35,73,12,8,24,29,45,45,45,34,45,34,45,45,10,81,51,93,45,96,51,80,69
0,0,0,0,0,5,0,0,7,0,3,6,7,7,14,15,15,3,14,9,0,7,6,12,6,3,3,10,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,45,45,45,5,45,24,45,57,45,45,45,12,45,45,30,45,45,45,45,45,45,52,35,73,12,8,24,29,45,45,45,34,45,34,45,45,10,45,51,45,45,96,51,80,69
0,0,0,0,0,0,0,0,7,0,3,0,0,7,14,15,15,3,6,9,16,7,6,7,6,3,3,10,11,11,11,11,11,11,11,4,11,12,11,11,11,13,15,11,7,15,4,11,11,11,11,11,11,14,45,45,45,5,42,45,45,34,45,45,45,12,50,45,30,45,45,45,35,45,45,52,35,73,12,8,24,29,45,3,45,34,45,34,45,45,10,81,51,93,45,96,51,80,69
